CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Balance_to_Salary,Product_Density,Engagement_Product,Age_Tenure,High_Balance_Flag,Zero_Balance_Flag,Senior_Customer_Flag,Low_CreditScore_Flag
850,Spain,Female,39,10,0.0,2,1,1,143030.09,0.0,0.18181818181818182,2,390,0,1,0,0
741,Germany,Female,37,8,170840.08,2,0,0,109843.16,1.5553092245343267,0.2222222222222222,0,296,1,0,0,0
766,Germany,Female,45,6,97652.96,1,1,0,127332.33,0.7669141057891582,0.14285714285714285,0,270,1,0,0,0
513,Spain,Male,39,7,89039.9,2,1,1,146738.83,0.6067916719793937,0.25,2,273,0,0,0,1
626,France,Male,34,7,113014.7,2,1,1,56646.28,1.9950948235259227,0.25,2,238,1,0,0,1
452,France,Female,35,7,0.0,2,1,0,164241.67,0.0,0.25,0,245,0,1,0,1
723,Spain,Female,45,4,0.0,2,1,0,37214.39,0.0,0.4,0,180,0,1,0,0
681,France,Male,34,3,0.0,2,0,0,55816.2,0.0,0.5,0,102,0,1,0,0
699,France,Male,34,2,117468.67,1,1,0,185227.42,0.6341861804262025,0.3333333333333333,0,68,1,0,0,0
802,France,Female,39,7,120145.96,2,0,1,59497.01,2.01936130908091,0.25,2,273,1,0,0,0
729,France,Male,39,4,121404.64,1,1,1,159618.17,0.760594110307116,0.2,1,156,1,0,0,0
849,France,Female,41,6,0.0,2,1,1,169203.51,0.0,0.2857142857142857,2,246,0,1,0,0
657,France,Female,41,5,95858.37,1,1,1,68255.88,1.4043972475338387,0.16666666666666666,1,205,0,0,0,0
706,Germany,Female,39,8,112889.91,1,0,1,6723.66,16.789949224083312,0.1111111111111111,1,312,1,0,0,0
658,Spain,Male,21,7,0.0,2,0,1,154279.87,0.0,0.25,2,147,0,1,0,0
518,France,Female,27,1,133801.49,1,1,1,143315.57,0.9336144705003091,0.5,1,27,1,0,0,1
759,France,Female,33,2,0.0,2,1,0,56583.88,0.0,0.6666666666666666,0,66,0,1,0,0
850,Spain,Female,70,5,0.0,1,1,1,705.18,0.0,0.16666666666666666,1,350,0,1,1,0
785,France,Female,36,4,135438.4,1,0,0,190627.01,0.710489033007442,0.2,0,144,1,0,0,0
642,Germany,Male,30,8,134497.27,1,0,0,43250.54,3.1097246415882895,0.1111111111111111,0,240,1,0,0,1
659,France,Female,38,3,0.0,2,1,0,158553.1,0.0,0.5,0,114,0,1,0,0
576,Spain,Male,26,8,0.0,2,0,1,34101.06,0.0,0.2222222222222222,2,208,0,1,0,1
823,France,Female,44,1,0.0,2,0,1,182495.7,0.0,1.0,2,44,0,1,0,0
564,France,Female,33,4,135946.26,1,1,0,63170.0,2.1520699699224317,0.2,0,132,1,0,0,1
733,Germany,Female,33,7,187257.94,1,0,1,190430.81,0.983338462930447,0.125,1,231,1,0,0,0
531,France,Male,31,3,0.0,1,1,1,42589.33,0.0,0.25,1,93,0,1,0,1
601,France,Male,32,8,93012.89,1,1,0,86957.42,1.0696371856478724,0.1111111111111111,0,256,0,0,0,1
723,Germany,Female,49,0,153855.52,1,1,1,180862.26,0.8506778583879245,1.0,1,0,1,0,0,0
685,Spain,Male,34,6,83264.28,1,0,0,9663.28,8.616564975867407,0.14285714285714285,0,204,0,0,0,0
718,France,Male,33,7,102874.28,1,0,0,117841.06,0.8729918077790543,0.125,0,231,1,0,0,0
417,France,Male,34,7,0.0,2,1,0,55003.79,0.0,0.25,0,238,0,1,0,1
489,France,Female,47,8,103894.38,2,1,1,107625.46,0.9653327381829541,0.2222222222222222,2,376,1,0,0,1
725,Germany,Male,40,8,104149.66,1,1,0,62027.9,1.679077640868061,0.1111111111111111,0,320,1,0,0,0
699,France,Male,40,7,0.0,1,0,1,152876.13,0.0,0.125,1,280,0,1,0,0
665,France,Male,28,8,137300.23,1,1,0,90174.83,1.5226003752931945,0.1111111111111111,0,224,1,0,0,0
527,Germany,Female,28,2,123802.98,2,1,1,155846.69,0.7943895375641279,0.6666666666666666,2,56,1,0,0,1
709,France,Female,36,7,0.0,1,0,1,42085.58,0.0,0.125,1,252,0,1,0,0
516,Spain,Female,45,8,109044.3,1,0,1,115818.16,0.9415129717135896,0.1111111111111111,1,360,1,0,0,1
600,Germany,Male,28,2,116623.31,1,0,1,59905.29,1.9467948490024838,0.3333333333333333,1,56,1,0,0,1
772,Spain,Male,36,3,112029.83,1,1,1,186948.35,0.599255516296346,0.25,1,108,1,0,0,0
678,France,Female,43,7,178074.33,1,0,0,110405.9,1.612905922600151,0.125,0,301,1,0,0,0
690,France,Male,54,5,0.0,1,1,0,12847.61,0.0,0.16666666666666666,0,270,0,1,0,0
572,France,Male,33,9,68193.72,1,1,0,19998.31,3.409974142815068,0.1,0,297,0,0,0,1
583,Germany,Female,54,6,115988.86,1,1,0,57553.98,2.0153056313394835,0.14285714285714285,0,324,1,0,0,1
481,France,Female,39,6,0.0,1,1,1,24677.54,0.0,0.14285714285714285,1,234,0,1,0,1
689,France,Male,40,8,160272.27,1,1,0,49656.24,3.2276360433250684,0.1111111111111111,0,320,1,0,0,0
698,Spain,Female,38,1,171848.38,1,0,0,16957.45,10.1340932746374,0.5,0,38,1,0,0,0
587,France,Male,47,6,71026.77,1,1,0,57962.41,1.2253936646181551,0.14285714285714285,0,282,0,0,0,1
765,France,Male,40,6,138033.55,1,1,1,67972.45,2.030727890490927,0.14285714285714285,1,240,1,0,0,0
774,France,Male,76,4,112510.89,1,1,1,143133.18,0.7860573628001558,0.2,1,304,1,0,1,0
537,France,Male,59,9,0.0,2,0,0,103799.77,0.0,0.2,0,531,0,1,0,1
681,Germany,Male,38,6,181804.34,2,1,1,57517.71,3.1608410696462013,0.2857142857142857,2,228,1,0,0,0
658,France,Male,25,3,0.0,2,0,1,173948.4,0.0,0.5,2,75,0,1,0,0
634,France,Male,26,8,0.0,1,1,0,21760.96,0.0,0.1111111111111111,0,208,0,1,0,1
677,Spain,Female,35,0,0.0,2,0,0,76637.38,0.0,2.0,0,0,0,1,0,0
850,France,Female,35,5,0.0,1,1,1,80992.8,0.0,0.16666666666666666,1,175,0,1,0,0
608,France,Male,59,1,0.0,1,1,0,70649.64,0.0,0.5,0,59,0,1,0,1
582,France,Male,39,5,0.0,2,1,1,129892.93,0.0,0.3333333333333333,2,195,0,1,0,1
619,Germany,Female,42,8,132796.04,3,1,1,191821.35,0.692290196060032,0.3333333333333333,3,336,1,0,0,1
743,Spain,Male,43,2,161807.18,2,0,1,93228.86,1.7355911034415736,0.6666666666666666,2,86,1,0,0,0
713,France,Female,39,10,0.0,2,1,1,126263.97,0.0,0.18181818181818182,2,390,0,1,0,0
636,France,Female,20,10,124266.86,1,0,0,100566.81,1.2356647287509668,0.09090909090909091,0,200,1,0,0,1
673,Germany,Female,29,4,99097.36,1,1,1,9796.69,10.115392035473205,0.2,1,116,1,0,0,0
696,France,Male,44,8,161889.79,1,0,0,75562.47,2.1424629184302737,0.1111111111111111,0,352,1,0,0,0
643,Germany,Male,33,7,98630.31,2,1,1,40250.82,2.4503925634310058,0.25,2,231,1,0,0,1
597,Spain,Female,40,8,101993.12,1,0,1,94774.12,1.0761705832773758,0.1111111111111111,1,320,1,0,0,1
608,France,Female,30,8,85859.76,1,0,0,142730.27,0.6015525648483675,0.1111111111111111,0,240,0,0,0,1
457,France,Male,41,8,73700.12,3,1,1,185750.02,0.39677045526024707,0.3333333333333333,3,328,0,0,0,1
796,Spain,Male,32,5,102773.15,2,0,1,117832.88,0.8721941617653748,0.3333333333333333,2,160,1,0,0,0
658,France,Female,39,4,0.0,1,1,1,147530.06,0.0,0.2,1,156,0,1,0,0
710,Spain,Male,22,8,0.0,2,0,0,99645.04,0.0,0.2222222222222222,0,176,0,1,0,0
651,France,Female,33,1,96834.78,1,1,0,108764.69,0.8903144945294286,0.5,0,33,0,0,0,1
639,France,Female,60,5,162039.78,1,1,1,84361.72,1.920773782232036,0.16666666666666666,1,300,1,0,1,1
584,Spain,Female,37,8,0.0,2,0,1,100835.19,0.0,0.2222222222222222,2,296,0,1,0,1
452,France,Female,35,8,0.0,2,1,1,149614.81,0.0,0.2222222222222222,2,280,0,1,0,1
615,France,Male,34,1,83503.11,2,1,1,73124.53,1.1419302113805039,1.0,2,34,0,0,0,1
493,France,Female,46,4,0.0,2,1,0,1907.66,0.0,0.4,0,184,0,1,0,1
811,Germany,Female,28,4,167738.82,2,1,1,9903.42,16.93746402757835,0.4,2,112,1,0,0,0
562,France,Male,42,2,100238.35,1,0,0,86797.41,1.154854159818824,0.3333333333333333,0,84,1,0,0,1
606,Spain,Male,42,10,0.0,2,1,0,177938.52,0.0,0.18181818181818182,0,420,0,1,0,1
478,France,Male,35,1,92474.05,1,1,0,178626.07,0.5176962690832306,0.5,0,35,0,0,0,1
720,Germany,Female,57,1,162082.31,4,0,0,27145.73,5.970821561991517,2.0,0,57,1,0,0,0
595,Germany,Male,46,5,142360.62,2,1,0,48421.4,2.9400351910518903,0.3333333333333333,0,230,1,0,0,1
455,France,Male,40,1,0.0,3,0,1,129975.34,0.0,1.5,3,40,0,1,0,1
742,France,Female,28,2,191864.51,1,1,0,108457.99,1.7690214432334583,0.3333333333333333,0,56,1,0,0,0
779,France,Female,29,3,46388.16,3,1,0,127939.26,0.36257955532961506,0.75,0,87,0,0,0,0
782,France,Male,36,1,148795.17,2,1,1,195681.43,0.7603949439658123,1.0,2,36,1,0,0,0
516,Spain,Female,33,3,0.0,2,1,1,58685.59,0.0,0.5,2,99,0,1,0,1
555,Spain,Female,26,9,0.0,2,0,1,158918.03,0.0,0.2,2,234,0,1,0,1
726,France,Male,34,9,0.0,2,0,0,14121.61,0.0,0.2,0,306,0,1,0,0
608,France,Male,42,5,0.0,2,1,0,178504.29,0.0,0.3333333333333333,0,210,0,1,0,1
576,France,Female,50,8,0.0,2,1,1,57802.62,0.0,0.2222222222222222,2,400,0,1,0,1
652,France,Female,48,8,133297.24,1,1,0,77764.37,1.7141171464515175,0.1111111111111111,0,384,1,0,0,0
809,Germany,Female,42,6,64497.94,3,0,1,182436.81,0.35353578041624384,0.42857142857142855,3,252,0,0,0,0
643,Spain,Female,20,0,133313.34,1,1,1,3965.69,33.616682090632395,1.0,1,0,1,0,0,1
555,France,Male,40,10,139930.18,1,1,1,105720.09,1.3235911925538466,0.09090909090909091,1,400,1,0,0,1
515,France,Female,66,6,0.0,2,1,1,160663.11,0.0,0.2857142857142857,2,396,0,1,1,1
784,Germany,Male,38,1,138515.02,1,1,1,171768.76,0.8064040282994416,0.5,1,38,1,0,0,0
717,Germany,Female,28,9,82498.14,2,0,0,40437.67,2.040130897749549,0.2,0,252,0,0,0,0
583,France,Male,33,7,122531.86,1,1,0,13549.24,9.043448931452982,0.125,0,231,1,0,0,1
512,Spain,Female,46,3,0.0,2,1,1,56408.14,0.0,0.5,2,138,0,1,0,1
516,France,Female,43,2,112773.73,2,1,1,139366.58,0.8091877550557673,0.6666666666666666,2,86,1,0,0,1
652,France,Male,48,4,59486.31,1,1,0,163944.18,0.3628449024539938,0.2,0,192,0,0,0,0
479,France,Male,34,5,117593.48,2,0,0,113308.29,1.0378188568550457,0.3333333333333333,0,170,1,0,0,1
617,Spain,Male,38,7,0.0,1,1,1,27239.28,0.0,0.125,1,266,0,1,0,1
592,France,Male,37,4,212692.97,1,0,0,176395.02,1.2057765009465689,0.2,0,148,1,0,0,1
677,France,Male,36,4,0.0,2,1,0,7824.31,0.0,0.4,0,144,0,1,0,0
711,Spain,Male,37,2,0.0,2,1,0,83978.86,0.0,0.6666666666666666,0,74,0,1,0,0
796,Spain,Male,41,8,107525.07,1,1,0,18510.41,5.808897263755909,0.1111111111111111,0,328,1,0,0,0
405,Germany,Male,31,5,133299.67,2,1,1,72950.14,1.8272709277871162,0.3333333333333333,2,155,1,0,0,1
599,Spain,Male,36,4,0.0,2,0,0,13210.56,0.0,0.4,0,144,0,1,0,1
717,France,Male,28,4,128206.79,1,1,1,54272.12,2.3622955948652824,0.2,1,112,1,0,0,0
681,France,Female,63,7,0.0,2,1,1,55054.48,0.0,0.25,2,441,0,1,1,0
745,Spain,Male,34,7,132944.53,1,1,1,31802.92,4.180261749550041,0.125,1,238,1,0,0,0
725,France,Male,44,5,0.0,1,1,1,117356.14,0.0,0.16666666666666666,1,220,0,1,0,0
772,France,Female,35,9,0.0,1,0,1,25448.31,0.0,0.1,1,315,0,1,0,0
741,France,Female,60,5,0.0,1,1,1,38914.51,0.0,0.16666666666666666,1,300,0,1,1,0
729,Germany,Male,29,5,109676.52,1,1,1,25548.47,4.292880160729782,0.16666666666666666,1,145,1,0,0,0
809,France,Male,43,2,0.0,2,1,1,132908.07,0.0,0.6666666666666666,2,86,0,1,0,0
677,France,Male,42,5,99580.13,1,1,0,21007.96,4.74011422337057,0.16666666666666666,0,210,1,0,0,0
679,France,Male,39,0,86843.61,1,0,1,159830.58,0.5433479000076206,1.0,1,0,0,0,0,0
692,France,Male,29,4,0.0,1,1,0,76755.99,0.0,0.2,0,116,0,1,0,0
687,Germany,Male,26,2,142721.52,1,1,1,153605.75,0.9291417801742448,0.3333333333333333,1,52,1,0,0,0
634,France,Male,34,3,145030.92,1,1,1,41820.65,3.467926012627733,0.25,1,102,1,0,0,1
726,Spain,Female,27,7,123826.07,1,0,1,78970.58,1.568002539679967,0.125,1,189,1,0,0,0
529,France,Female,31,5,0.0,2,1,0,26817.23,0.0,0.3333333333333333,0,155,0,1,0,1
548,France,Female,33,1,80107.83,2,0,1,82245.67,0.9740066559127064,1.0,2,33,0,0,0,1
560,Spain,Female,28,1,0.0,2,1,1,120880.72,0.0,1.0,2,28,0,1,0,1
469,Germany,Male,38,9,113599.42,1,0,0,11950.29,9.505996925597621,0.1,0,342,1,0,0,1
598,Germany,Male,19,3,150348.37,1,1,1,173784.04,0.8651448660072582,0.25,1,57,1,0,0,1
591,Spain,Female,40,1,86376.29,1,0,1,136767.16,0.6315572393255807,0.5,1,40,0,0,0,1
645,Spain,Female,55,1,133676.65,1,0,1,17095.49,7.819410265514471,0.5,1,55,1,0,0,1
575,France,Female,40,1,139532.34,1,1,0,181294.39,0.7696451059517064,0.5,0,40,1,0,0,1
701,France,Male,39,9,140236.98,1,0,1,146651.99,0.9562569181638791,0.1,1,351,1,0,0,0
649,France,Female,41,3,130931.83,1,1,1,144808.37,0.9041730806030066,0.25,1,123,1,0,0,1
668,Spain,Male,43,1,147167.25,1,0,0,141679.73,1.0387318637606098,0.5,0,43,1,0,0,0
798,France,Female,60,6,96956.1,1,1,0,31907.44,3.038667470658881,0.14285714285714285,0,360,0,0,1,0
615,France,Male,64,0,81564.1,2,0,1,35896.09,2.2722279780332624,2.0,2,0,0,0,1,1
667,Germany,Male,27,2,138032.15,1,1,0,166317.71,0.8299305588081991,0.3333333333333333,0,54,1,0,0,0
574,France,Female,33,3,134348.57,1,1,0,63163.99,2.126980420331268,0.25,0,99,1,0,0,1
696,France,Female,25,8,126442.59,1,1,0,121904.44,1.0372271100215873,0.1111111111111111,0,200,1,0,0,0
749,France,Male,41,5,57568.94,1,1,1,61128.29,0.9417724592001511,0.16666666666666666,1,205,0,0,0,0
714,France,Female,52,2,0.0,1,0,1,144045.08,0.0,0.3333333333333333,1,104,0,1,0,0
696,Spain,Male,40,3,153639.11,1,1,1,138351.68,1.1104968873525785,0.25,1,120,1,0,0,0
643,Spain,Female,35,6,0.0,2,1,1,41549.64,0.0,0.2857142857142857,2,210,0,1,0,1
625,Spain,Male,32,7,106957.28,1,1,1,134794.02,0.7934868327244785,0.125,1,224,1,0,0,1
542,Spain,Male,43,6,113567.94,1,1,0,89543.25,1.2683026358770761,0.14285714285714285,0,258,1,0,0,1
650,France,Female,47,9,0.0,1,1,0,187943.6,0.0,0.1,0,423,0,1,0,1
713,France,Female,42,3,0.0,2,0,0,82565.01,0.0,0.5,0,126,0,1,0,0
725,France,Male,43,2,165896.0,2,1,0,130795.52,1.268361485164018,0.6666666666666666,0,86,1,0,0,0
606,France,Male,32,6,0.0,2,0,1,36540.63,0.0,0.2857142857142857,2,192,0,1,0,1
484,Germany,Female,34,4,148249.54,1,0,1,33738.27,4.394106158970215,0.2,1,136,1,0,0,1
601,Germany,Male,43,3,141859.12,2,1,1,111249.62,1.275142512846336,0.5,2,129,1,0,0,1
635,France,Female,27,8,127471.56,1,1,1,152916.05,0.8336048439650384,0.1111111111111111,1,216,1,0,0,1
791,France,Female,31,10,75499.24,1,1,0,22184.14,3.4032980318371595,0.09090909090909091,0,310,0,0,0,0
739,France,Female,37,8,0.0,2,1,0,191557.1,0.0,0.2222222222222222,0,296,0,1,0,0
607,Spain,Male,36,8,158261.68,1,1,1,76744.72,2.0621833006883077,0.1111111111111111,1,288,1,0,0,1
737,Germany,Male,43,8,96353.8,1,0,0,10209.8,9.437383690180024,0.1111111111111111,0,344,0,0,0,0
678,France,Male,40,1,0.0,2,1,1,187343.4,0.0,1.0,2,40,0,1,0,0
487,Spain,Female,40,6,136093.74,1,0,1,193408.43,0.7036598146213171,0.14285714285714285,1,240,1,0,0,1
525,Spain,Male,36,3,77910.23,1,1,0,67238.01,1.1587230199109106,0.25,0,108,0,0,0,1
683,France,Male,25,4,0.0,2,1,0,152698.24,0.0,0.4,0,100,0,1,0,0
718,France,Female,29,3,0.0,1,0,1,134462.29,0.0,0.25,1,87,0,1,0,0
711,France,Male,41,3,0.0,2,1,1,193747.57,0.0,0.5,2,123,0,1,0,0
461,France,Female,28,8,0.0,1,1,1,103349.74,0.0,0.1111111111111111,1,224,0,1,0,1
603,Germany,Male,26,4,109166.37,1,1,1,92840.67,1.17584642592519,0.2,1,104,1,0,0,1
594,Germany,Female,21,2,87096.82,2,1,0,168186.11,0.5178597685623385,0.6666666666666666,0,42,0,0,0,1
705,France,Male,34,7,117715.84,1,1,0,2498.67,47.11139926440866,0.125,0,238,1,0,0,0
695,France,Female,29,9,0.0,2,1,0,111565.45,0.0,0.2,0,261,0,1,0,0
578,Spain,Male,28,4,0.0,2,0,0,6947.09,0.0,0.4,0,112,0,1,0,1
722,Spain,Female,29,9,0.0,2,1,1,142033.07,0.0,0.2,2,261,0,1,0,0
564,France,Male,31,0,110527.17,1,1,1,87060.77,1.2695404600717406,1.0,1,0,1,0,0,1
563,Spain,Male,57,6,0.0,2,1,1,39297.48,0.0,0.2857142857142857,2,342,0,1,0,1
535,France,Male,30,6,103804.97,1,1,1,125710.53,0.8257460214351177,0.14285714285714285,1,180,1,0,0,1
633,Spain,Male,58,6,98308.51,1,1,1,132034.13,0.7445689232019024,0.14285714285714285,1,348,1,0,0,1
727,France,Male,18,4,133550.67,1,1,1,46941.41,2.8450502445495354,0.2,1,72,1,0,0,0
652,France,Female,32,2,0.0,2,1,0,54628.11,0.0,0.6666666666666666,0,64,0,1,0,0
656,Spain,Male,26,4,139584.57,1,1,0,36308.93,3.844359225127262,0.2,0,104,1,0,0,0
597,Spain,Female,33,2,0.0,2,1,1,4700.66,0.0,0.6666666666666666,2,66,0,1,0,1
508,France,Female,60,7,143262.04,1,1,1,129562.74,1.1057348740849413,0.125,1,420,1,0,1,1
598,France,Male,28,8,129991.76,2,0,1,46041.08,2.823386419258627,0.2222222222222222,2,224,1,0,0,1
605,France,Female,64,2,129555.7,1,1,1,13601.79,9.524900766737318,0.3333333333333333,1,128,1,0,1,1
567,Spain,Female,54,5,92316.31,2,1,0,158590.66,0.5821043307342311,0.3333333333333333,0,270,0,0,0,1
850,France,Female,27,7,43658.33,2,1,1,3025.49,14.430168336368656,0.25,2,189,0,0,0,0
554,France,Female,38,3,138731.95,1,1,1,194138.36,0.7146034920661739,0.25,1,114,1,0,0,1
809,France,Male,38,3,0.0,2,1,1,80061.31,0.0,0.5,2,114,0,1,0,0
637,Germany,Male,40,9,154309.67,1,1,1,125334.16,1.231186054943042,0.1,1,360,1,0,0,1
678,Spain,Female,61,8,0.0,2,1,1,159938.82,0.0,0.2222222222222222,2,488,0,1,1,0
499,Spain,Male,39,6,0.0,2,1,1,81409.0,0.0,0.2857142857142857,2,234,0,1,0,1
790,France,Male,26,5,0.0,1,1,0,20510.79,0.0,0.16666666666666666,0,130,0,1,0,0
807,France,Female,34,1,0.0,1,0,0,114448.13,0.0,0.5,0,34,0,1,0,0
618,France,Female,24,7,128736.39,1,0,1,37147.61,3.4655362754158343,0.125,1,168,1,0,0,1
547,France,Female,38,5,167539.97,1,0,1,159207.34,1.0523382276219175,0.16666666666666666,1,190,1,0,0,1
683,France,Male,47,1,0.0,2,1,0,148989.15,0.0,1.0,0,47,0,1,0,0
685,Germany,Male,30,3,90536.81,1,0,1,63082.88,1.435204131453732,0.25,1,90,0,0,0,0
534,France,Male,52,1,0.0,3,1,1,104035.41,0.0,1.5,3,52,0,1,0,1
621,France,Female,40,6,0.0,1,1,0,155155.25,0.0,0.14285714285714285,0,240,0,1,0,1
749,Germany,Female,40,8,141782.57,2,0,0,86333.63,1.64226350727984,0.2222222222222222,0,320,1,0,0,0
520,Spain,Female,42,6,0.0,2,1,1,34410.55,0.0,0.2857142857142857,2,252,0,1,0,1
518,Germany,Male,29,9,125961.74,2,1,0,160303.08,0.7857724255828398,0.2,0,261,1,0,0,1
573,France,Female,30,6,0.0,2,1,0,66190.21,0.0,0.2857142857142857,0,180,0,1,0,1
752,France,Female,36,7,0.0,2,1,0,184866.86,0.0,0.25,0,252,0,1,0,0
490,Spain,Male,40,6,156111.08,1,0,0,190889.13,0.81781021266114,0.14285714285714285,0,240,1,0,0,1
547,France,Female,35,4,0.0,1,1,1,133287.73,0.0,0.2,1,140,0,1,0,1
533,Germany,Male,51,6,127545.56,2,0,0,79559.02,1.603156499413894,0.2857142857142857,0,306,1,0,0,1
518,France,Female,28,9,85146.36,1,0,0,2803.89,30.36722553309866,0.1,0,252,0,0,0,1
572,France,Female,39,2,0.0,2,1,1,555.28,0.0,0.6666666666666666,2,78,0,1,0,1
850,France,Female,37,9,0.0,1,0,0,100101.06,0.0,0.1,0,333,0,1,0,0
625,France,Female,45,3,0.0,1,1,1,184474.15,0.0,0.25,1,135,0,1,0,1
631,Germany,Female,37,2,121801.72,2,0,1,23146.62,5.262181692186592,0.6666666666666666,2,74,1,0,0,1
615,France,Female,61,1,104267.7,1,1,0,62845.64,1.659107934933911,0.5,0,61,1,0,1,1
621,Spain,Male,50,3,163085.79,1,0,1,131048.36,1.244470285625856,0.25,1,150,1,0,0,1
732,Germany,Female,61,9,94867.18,2,1,1,157527.6,0.6022257686906929,0.2,2,549,0,0,1,0
782,France,Male,33,7,191523.09,1,1,1,167058.75,1.1464415362858875,0.125,1,231,1,0,0,0
496,France,Female,34,1,102723.35,2,1,0,180844.81,0.5680193421088502,1.0,0,34,1,0,0,1
577,Spain,Male,43,3,0.0,2,1,1,135008.92,0.0,0.5,2,129,0,1,0,1
506,France,Male,37,5,0.0,2,1,1,127543.81,0.0,0.3333333333333333,2,185,0,1,0,1
816,Germany,Female,40,9,109003.26,1,1,1,79580.56,1.3697222035130188,0.1,1,360,1,0,0,0
670,France,Male,68,4,0.0,2,1,1,11426.7,0.0,0.4,2,272,0,1,1,0
618,Germany,Female,29,10,100315.1,2,1,1,32526.64,3.084090456315193,0.18181818181818182,2,290,1,0,0,1
499,Germany,Female,44,6,77627.33,2,1,0,108222.68,0.7172926229511227,0.2857142857142857,0,264,0,0,0,1
693,France,Female,28,8,0.0,2,1,1,158545.25,0.0,0.2222222222222222,2,224,0,1,0,0
622,France,Male,38,5,0.0,2,0,0,105295.77,0.0,0.3333333333333333,0,190,0,1,0,1
697,France,Female,38,1,182065.85,1,1,0,49503.5,3.677837930651368,0.5,0,38,1,0,0,0
702,Spain,Female,35,8,14262.8,2,1,0,54689.16,0.2607975693903508,0.2222222222222222,0,280,0,0,0,0
776,France,Male,37,2,0.0,1,0,1,8065.0,0.0,0.3333333333333333,1,74,0,1,0,0
532,Germany,Male,52,9,137755.76,1,1,0,163191.99,0.8441330974639136,0.1,0,468,1,0,0,1
721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0.6792350038261915,0.25,1,111,1,0,0,0
554,Germany,Male,43,5,99906.89,1,0,0,24983.39,3.9989324907468524,0.16666666666666666,0,215,1,0,0,1
804,France,Female,50,4,0.0,1,1,1,8546.87,0.0,0.2,1,200,0,1,0,0
760,France,Male,39,6,178585.46,1,1,0,67131.3,2.660241347925632,0.14285714285714285,0,234,1,0,0,0
570,France,Male,30,2,131406.56,1,1,1,47952.45,2.7403513272001745,0.3333333333333333,1,60,1,0,0,1
707,France,Male,42,2,16893.59,1,1,1,77502.56,0.21797460625816747,0.3333333333333333,1,84,0,0,0,0
572,France,Male,24,1,0.0,2,1,1,151460.84,0.0,1.0,2,24,0,1,0,1
647,Germany,Male,51,4,131156.76,1,1,0,29883.63,4.3889166075205726,0.2,0,204,1,0,0,1
700,France,Male,37,1,135179.49,1,1,0,160670.37,0.8413467274644354,0.5,0,37,1,0,0,0
419,Spain,Female,27,2,121580.42,1,0,1,134720.51,0.9024640717289445,0.3333333333333333,1,54,1,0,0,1
764,France,Female,39,5,81042.42,1,0,1,109805.17,0.7380565049897013,0.16666666666666666,1,195,0,0,0,0
673,France,Male,72,1,0.0,2,0,1,111981.19,0.0,1.0,2,72,0,1,1,0
590,France,Male,36,1,0.0,2,1,0,48876.84,0.0,1.0,0,36,0,1,0,1
709,France,Female,43,8,0.0,2,0,0,168035.62,0.0,0.2222222222222222,0,344,0,1,0,0
546,Germany,Female,42,9,86351.85,2,1,0,57380.13,1.5049085807229787,0.2,0,378,0,0,0,1
694,Germany,Female,58,1,143212.22,1,0,0,102628.56,1.3954421654167222,0.5,0,58,1,0,0,0
506,Spain,Male,35,6,110046.93,2,1,0,26318.73,4.18131611973678,0.2857142857142857,0,210,1,0,0,1
579,Germany,Male,41,0,141749.68,1,0,1,9201.53,15.405011992570799,1.0,1,0,1,0,0,1
631,Germany,Male,48,1,106396.48,1,1,1,150661.42,0.7061959193003755,0.5,1,48,1,0,0,1
621,France,Male,32,1,0.0,2,1,1,168779.47,0.0,1.0,2,32,0,1,0,1
624,Spain,Female,28,2,0.0,2,0,1,104353.26,0.0,0.6666666666666666,2,56,0,1,0,1
682,France,Male,30,4,0.0,1,0,1,161465.31,0.0,0.2,1,120,0,1,0,0
602,France,Male,34,5,0.0,2,1,1,77414.45,0.0,0.3333333333333333,2,170,0,1,0,1
556,Germany,Male,42,0,115915.53,2,0,1,125435.47,0.9241048803819206,2.0,2,0,1,0,0,1
750,Germany,Female,37,1,133199.71,2,1,1,27366.77,4.867206104337487,1.0,2,37,1,0,0,0
755,Germany,Male,43,6,165048.5,3,1,0,16929.41,9.74921748601989,0.42857142857142855,0,258,1,0,0,0
652,France,Female,51,3,0.0,1,1,0,173989.47,0.0,0.25,0,153,0,1,0,0
491,Germany,Male,70,6,148745.92,2,1,1,17818.33,8.347915882128124,0.2857142857142857,2,420,1,0,1,1
706,Spain,Female,29,1,209490.21,1,1,1,133267.69,1.5719504855227848,0.5,1,29,1,0,0,0
494,France,Female,33,1,137853.0,1,0,1,90273.85,1.5270535154975664,0.5,1,33,1,0,0,1
647,France,Male,32,5,97041.16,1,1,1,23132.73,4.194972231984725,0.16666666666666666,1,160,0,0,0,1
652,Germany,Male,35,7,104015.54,2,1,1,55207.88,1.8840705348584297,0.25,2,245,1,0,0,0
676,France,Male,31,3,78990.15,1,1,1,124777.14,0.6330498519199911,0.25,1,93,0,0,0,0
768,France,Male,29,2,95984.69,2,1,1,73686.75,1.3026044709530546,0.6666666666666666,2,58,0,0,0,0
581,France,Male,41,8,0.0,2,0,0,29737.14,0.0,0.2222222222222222,0,328,0,1,0,1
812,Germany,Male,39,5,115730.71,3,1,1,185599.34,0.6235513014216538,0.5,3,195,1,0,0,0
